ClinicName,Street,HouseNumber,Postcode,City,Phone,Email,Website,Latitude,Longitude,GoogleMaps
zahnmedic,Marburger Straße,2,10789,Berlin,,,https://www.zahnmedic.de/,52.5032304,13.3369351,"https://www.google.com/maps/search/?api=1&query=52.5032304,13.3369351"
Zahnmedizin,,,,Berlin,+49 30 6 55 70 74,,,52.4471474,13.5759399,"https://www.google.com/maps/search/?api=1&query=52.4471474,13.5759399"
Zahnmedizin Martin Thomas,Residenzstraße,130,13409,Berlin,+49 30 4953459,,https://www.mt-zahnmedizin.de,52.5689172,13.3620352,"https://www.google.com/maps/search/?api=1&query=52.5689172,13.3620352"
Zahnmedizin Nordend,Dietzgenstraße,70,13156,Berlin,,,,52.5875664,13.4020071,"https://www.google.com/maps/search/?api=1&query=52.5875664,13.4020071"
Zahnmedizin Tiergarten,Melanchthonstraße,12,10557,Berlin,+49 30 3917410,,https://www.zahnmedizin-tiergarten.de/,52.5214143,13.3525578,"https://www.google.com/maps/search/?api=1&query=52.5214143,13.3525578"
Zahnmedizinisches Fachzentrum am Savignyplatz,Savignyplatz,5,10623,Berlin,+49 30 92400590,,http://www.zahnmedizinisches-fachzentrum-berlin.de/,52.5065041,13.3229365,"https://www.google.com/maps/search/?api=1&query=52.5065041,13.3229365"
Zahnmedizinisches Kompetenzzentrum Berlin - Zahnärztin Schaaf-Zielinska,Uhlandstraße,173,10719,Berlin,+49 30 21478066,,http://www.zmko.de,52.5013627,13.3252953,"https://www.google.com/maps/search/?api=1&query=52.5013627,13.3252953"
Zahnretter Berlin,Auguststraße,1,10117,Berlin,+49 30 6514354,,https://www.zahnretter-berlin.de/,52.5257791,13.3905468,"https://www.google.com/maps/search/?api=1&query=52.5257791,13.3905468"
Zahnretter Berlin,Kietz,7,,Berlin,+49 30 6514354,,https://www.zahnretter-berlin.de,52.4434206,13.5775733,"https://www.google.com/maps/search/?api=1&query=52.4434206,13.5775733"
Zahnteam-Halensee,,,,Berlin,,,http://www.zahnteam-halensee.de/,52.497418,13.2908931,"https://www.google.com/maps/search/?api=1&query=52.497418,13.2908931"
Zahnzentrum,Waidmannsluster Damm,38,13509,Berlin,+49304339430,,https://praxis-goehlich.de/,52.5972465,13.2965286,"https://www.google.com/maps/search/?api=1&query=52.5972465,13.2965286"
Zahnzentrum Ahrensfelde,Märkische Allee,408,12689,Berlin,+49 30 933 93 83,,https://zahnzentrum-ahrensfelde.de/,52.5713569,13.5676303,"https://www.google.com/maps/search/?api=1&query=52.5713569,13.5676303"
Zahnzentrum Kreuzberg,Urbanstraße,31,10967,Berlin,+49306944647,,https://www.zahnzentrum-kreuzberg.de,52.4914286,13.4138241,"https://www.google.com/maps/search/?api=1&query=52.4914286,13.4138241"
Zahnzentrum Wedding,Müllerstraße,34a,13353,Berlin,,,,52.5488382,13.3553052,"https://www.google.com/maps/search/?api=1&query=52.5488382,13.3553052"
ZahnZimmer,Kaiser-Wilhelm-Straße,30,12247,Berlin,+49 30 8336024,,https://zahnzimmer.berlin/,52.431764,13.3374389,"https://www.google.com/maps/search/?api=1&query=52.431764,13.3374389"
Zahnärzte,Wollankstraße,31,,Berlin,+49 30 4938006,,,52.5632822,13.3904929,"https://www.google.com/maps/search/?api=1&query=52.5632822,13.3904929"
Zahnärzte,Hufelandstraße,14,,Berlin,,,,52.5321207,13.4310972,"https://www.google.com/maps/search/?api=1&query=52.5321207,13.4310972"
Zahnärzte am Adenauerplatz,,,,Berlin,,,,52.5015446,13.3078767,"https://www.google.com/maps/search/?api=1&query=52.5015446,13.3078767"
Zahnärzte am Akazienkiez,Vorbergstraße,1,10823,Berlin,+49 30 78951552,rezeption@zahnarzt-akazienkiez.de,https://www.zahnarzt-akazienkiez.de/,52.4888486,13.3580631,"https://www.google.com/maps/search/?api=1&query=52.4888486,13.3580631"
Zahnärzte am Alex,Rathausstraße,7,10178,Berlin,+49 30 2403090,,,52.5198277,13.4109934,"https://www.google.com/maps/search/?api=1&query=52.5198277,13.4109934"
Zahnärzte am Breslauer Platz,Lauterstraße,17-18,12159,Berlin,+49 30 609836868,,https://www.zahnarztfriedenau.de/,52.4717903,13.3349781,"https://www.google.com/maps/search/?api=1&query=52.4717903,13.3349781"
Zahnärzte am Bundesplatz,Bundesallee,55,10715,Berlin,,,https://www.zahnaerzteambundesplatz.de/,52.4815218,13.3289245,"https://www.google.com/maps/search/?api=1&query=52.4815218,13.3289245"
Zahnärzte am Friedrichshain,Matthiasstraße,11,10249,Berlin,+49 30 42028952,praxis@zaf-berlin.de,https://www.zaf-berlin.de/,52.5232399,13.4403283,"https://www.google.com/maps/search/?api=1&query=52.5232399,13.4403283"
Zahnärzte am Leo,,,,Berlin,,,,52.5458904,13.3593028,"https://www.google.com/maps/search/?api=1&query=52.5458904,13.3593028"
Zahnärzte am Nordbahnhof,Schlegelstraße,14,10115,Berlin,+49 30 2826003,info@zahnaerzte-nordbahnhof.de,https://www.zahnärzte-nordbahnhof.de/,52.5304295,13.3882262,"https://www.google.com/maps/search/?api=1&query=52.5304295,13.3882262"
Zahnärzte am Oranienburger Tor,,,,Berlin,+49302827349,,http://www.berlin.dental,52.5265016,13.388182,"https://www.google.com/maps/search/?api=1&query=52.5265016,13.388182"
Zahnärzte am Prerower Platz,Prerower Platz,12,13051,Berlin,+49 30 9280080,info@zahnaerzte-am-prerowerplatz.de,https://zahnaerzte-am-prerowerplatz.de/,52.5648714,13.5048154,"https://www.google.com/maps/search/?api=1&query=52.5648714,13.5048154"
Zahnärzte am Schloss,Schloßstraße,28,12163,Berlin,,,http://www.zahnaerzte-am-schloss-berlin.de/,52.4590462,13.3223502,"https://www.google.com/maps/search/?api=1&query=52.4590462,13.3223502"
Zahnärzte am Stilwerk,Kantstraße,15A,10623,Berlin,+49 30 3133237,,,52.5060898,13.3266447,"https://www.google.com/maps/search/?api=1&query=52.5060898,13.3266447"
Zahnärzte am Tierpark,Otto-Schmirgal-Straße,5,10319,Berlin,+49 30 55005777,,https://www.zahnaerzte-am-tierpark.de/,52.4971225,13.5209527,"https://www.google.com/maps/search/?api=1&query=52.4971225,13.5209527"
Zahnärzte am Weddingplatz MVZ,Reinickendorfer Straße,11,13347,Berlin,+49 30 4651449,info@zahnaerzte-wedding.de,https://www.zahnaerzte-wedding.de/,52.5419983,13.3702409,"https://www.google.com/maps/search/?api=1&query=52.5419983,13.3702409"
Zahnärzte an den Kaulsdorfer Seen,Achardstraße,24,12621,Berlin,+49 30 5660546,praxis.niewolik@t-online.de,https://zahnarztpraxis-niewolik.de,52.4990431,13.5847152,"https://www.google.com/maps/search/?api=1&query=52.4990431,13.5847152"
Zahnärzte an der Jungfernheide,Teichgräberzeile,1,13627,Berlin,+49 30 3453060,,,52.5383854,13.2976995,"https://www.google.com/maps/search/?api=1&query=52.5383854,13.2976995"
Zahnärzte Brunotte,Bundesallee,126,12161,Berlin,+49 30 8512016,mail@zahn-mediziner.de,https://www.zahnarztpraxis-berlin-friedenau.de/,52.4700534,13.3287069,"https://www.google.com/maps/search/?api=1&query=52.4700534,13.3287069"
Zahnärzte Buckow,,,,Berlin,,,,52.4231869,13.4358407,"https://www.google.com/maps/search/?api=1&query=52.4231869,13.4358407"
Zahnärzte Feuerlandhöfe,Chausseestraße,38,10115,Berlin,+49 30 55518310,info@feuerlandhoefe.de,https://www.feuerlandhoefe.de/,52.5335419,13.3796416,"https://www.google.com/maps/search/?api=1&query=52.5335419,13.3796416"
Zahnärzte Forum Köpenick,,,,Berlin,,,,52.45834,13.5788216,"https://www.google.com/maps/search/?api=1&query=52.45834,13.5788216"
Zahnärzte im Bismarckviertel,Lauenburger Straße,2,12157,Berlin,+49 30 7912501,,https://www.zahnaerzteimbismarckviertel.de/,52.4637473,13.3352507,"https://www.google.com/maps/search/?api=1&query=52.4637473,13.3352507"
Zahnärzte im Gesundheitszentrum,Rummelsburger Straße,13,10315,Berlin,+49 30 51069507,kontakt@za-gesundheitszentrum.de,https://za-sana.de/,52.5041525,13.5119057,"https://www.google.com/maps/search/?api=1&query=52.5041525,13.5119057"
Zahnärzte im KantCenter,Wilmersdorfer Straße,108-111,10627,Berlin,+49 30 31991990,,https://www.kantcenter.com/,52.5062227,13.3072747,"https://www.google.com/maps/search/?api=1&query=52.5062227,13.3072747"
Zahnärzte in Friedenau,Menzelstraße,2,12157,Berlin,+49 30 8550737,,https://zahnpraxis-friedenau.de/,52.467621,13.3397719,"https://www.google.com/maps/search/?api=1&query=52.467621,13.3397719"
Zahnärzte in Friedrichshain,Warschauer Straße,9,10243,Berlin,,,,52.5137606,13.4527505,"https://www.google.com/maps/search/?api=1&query=52.5137606,13.4527505"
Zahnärzte in Friedrichshain,Frankfurter Allee,9,10247,Berlin,+49 30 4225895,,https://www.zahnarzt-in-friedrichshain.de/,52.5161083,13.4567344,"https://www.google.com/maps/search/?api=1&query=52.5161083,13.4567344"
Zahnärzte in Kronprinzenkaree,Reinhardtstraße,50,,Berlin,+49 30 2813022,praxis@zahnarzt-kronprinzenkarree.de,https://zahnarzt-kronprinzenkarree.de/,52.5227024,13.3779491,"https://www.google.com/maps/search/?api=1&query=52.5227024,13.3779491"
Zahnärzte Kiefer & Hudecek,,,,Berlin,+49 30 8552776,,,52.4679061,13.3479182,"https://www.google.com/maps/search/?api=1&query=52.4679061,13.3479182"
Zahnärzte Manukyan & Kollegen,Fontanestraße,18,12049,Berlin,+49 30 6213654,info@zp-am.de,https://zp-am.de/,52.4789437,13.4217409,"https://www.google.com/maps/search/?api=1&query=52.4789437,13.4217409"
"Zahnärzte Nicolas Weiss, Volker Landmann",,,,Berlin,+49 30 7445020,praxis.weiss.landmann@gmail.com,http://www.zahnarztpraxis-lichtenrade.de/,52.3849683,13.4048698,"https://www.google.com/maps/search/?api=1&query=52.3849683,13.4048698"
Zahnärzte Norman Scheidereiter und Susann Unger,Prinzenallee,50,13359,Berlin,+49304946206,,https://www.zahnarzt-wedding.de/de,52.5594031,13.386461,"https://www.google.com/maps/search/?api=1&query=52.5594031,13.386461"
Zahnärzte Otto-Suhr-Allee Dr. Markus Schramm,,,,Berlin,,,,52.516859,13.3093527,"https://www.google.com/maps/search/?api=1&query=52.516859,13.3093527"
Zahnärzte Patricia Würden und Heike Köhler,,,,Berlin,,,https://www.praxis-wuerden.de/,52.4258946,13.4348992,"https://www.google.com/maps/search/?api=1&query=52.4258946,13.4348992"
Zahnärzte Prenzlauer Berg,Senefelderstraße,28,10437,Berlin,+49 30 4457611,,https://www.zahnaerzte-prenzlauerberg.de/,52.5417671,13.4227261,"https://www.google.com/maps/search/?api=1&query=52.5417671,13.4227261"
Zahnärzte Schöneberg,Hauptstraße,131,10827,Berlin,+49 30 7817210,praxis@zahnaerzte-schoeneberg.de,https://zahnaerzte-schoeneberg.de/,52.4843429,13.3534416,"https://www.google.com/maps/search/?api=1&query=52.4843429,13.3534416"
Zahnärzte Wittenau Zahnarzt M. Moazzen und Kollegen,,,,Berlin,,,,52.5952357,13.3333885,"https://www.google.com/maps/search/?api=1&query=52.5952357,13.3333885"
Zahnärztin,,,,Berlin,,,,52.4917934,13.42608,"https://www.google.com/maps/search/?api=1&query=52.4917934,13.42608"
Zahnärztin Berlin Weissensee,Smetanastraße,16,13088,Berlin,,,https://www.zahnaerztin-berlin-weissensee.de/,52.548494,13.4589888,"https://www.google.com/maps/search/?api=1&query=52.548494,13.4589888"
Zahnärztin Christiane Wehnert,Adele-Sandrock-Straße,113,12627,Berlin,+49 30 9915163,,,52.536928,13.6199665,"https://www.google.com/maps/search/?api=1&query=52.536928,13.6199665"
Zahnärztin Dr. med. dent. Judith Mehner,,,,Berlin,+49 30 65 47 05 46,,,52.4280129,13.5847067,"https://www.google.com/maps/search/?api=1&query=52.4280129,13.5847067"
Zahnärztin Dr. med. Michaela Kirchner,Brunsbütteler Damm,274,13591,Berlin,+49 30 367 069 0,,https://spandau.zahnarzt-staaken.de,52.5332447,13.1556798,"https://www.google.com/maps/search/?api=1&query=52.5332447,13.1556798"
Zahnärztin Frieauff,,,,Berlin,+49 30 8141850,info@zahnarztpraxis-berlin-zehlendorf.de,https://zahnarztpraxis-berlin-zehlendorf.de/,52.4490986,13.2532894,"https://www.google.com/maps/search/?api=1&query=52.4490986,13.2532894"
Zahnärztin Irina Herzog,Lübecker Straße,51,,Berlin,+49 30 39789255,,,52.5267648,13.3451751,"https://www.google.com/maps/search/?api=1&query=52.5267648,13.3451751"
Zahnärztin Sigrid Weigl,Beusselstraße,39,10553,Berlin,,,https://www.zahnarzt-weigl.de/,52.5319428,13.3287725,"https://www.google.com/maps/search/?api=1&query=52.5319428,13.3287725"
Zahnärztin Witascheck,Ebertystraße,50,10249,Berlin,+49 30 4299828,,,52.5259802,13.4518655,"https://www.google.com/maps/search/?api=1&query=52.5259802,13.4518655"
Zahnärztinnen Birgit u. Alexandra Schümberg,Alt-Müggelheim,17,,Berlin,+49 3065940909,,,52.4123495,13.6623835,"https://www.google.com/maps/search/?api=1&query=52.4123495,13.6623835"
Zahnärztliche Gemeinschaftspraxis,,,,Berlin,+4930 4542013,Kontakt@Zahnarztpraxis-Speda.de,https://www.zahnarztpraxis-speda.de/,52.5413785,13.3537903,"https://www.google.com/maps/search/?api=1&query=52.5413785,13.3537903"
Zahnärztliche Gemeinschaftspraxis,Hermannstraße,147,12051,Berlin,+49306252486,,https://www.alldente.de/,52.4645502,13.4332189,"https://www.google.com/maps/search/?api=1&query=52.4645502,13.4332189"
Zahnärztliche Gemeinschaftspraxis Exner & Hausl,,,,Berlin,+49 30 2513037,zahnaerzte.exner.hausl@t-online.de,http://www.zahnaerzte-in-kreuzberg.de/,52.4978233,13.3851529,"https://www.google.com/maps/search/?api=1&query=52.4978233,13.3851529"
Zahnärztliches MVZ Berlin,Kottbusser Damm,72,10967,Berlin,+49 30 6941112,,,52.4897609,13.4244012,"https://www.google.com/maps/search/?api=1&query=52.4897609,13.4244012"
Zak,,,,Berlin,,,,52.5112618,13.4158262,"https://www.google.com/maps/search/?api=1&query=52.5112618,13.4158262"
Zannaz,Berliner Straße,87,13189,Berlin,,,,52.5572738,13.4146688,"https://www.google.com/maps/search/?api=1&query=52.5572738,13.4146688"
Zauberweiss Zahnarzt für Kinder,,,,Berlin,,,,52.5135678,13.4787523,"https://www.google.com/maps/search/?api=1&query=52.5135678,13.4787523"
Zemlin,Hermannstraße,196,12049,Berlin,,,,52.4745854,13.4278147,"https://www.google.com/maps/search/?api=1&query=52.4745854,13.4278147"
Zenker & Partner,Ferdinandstraße,21,12209,Berlin,,,,52.4253217,13.330399,"https://www.google.com/maps/search/?api=1&query=52.4253217,13.330399"
"Zentrum für Implantologie, Oralchirurgie und Mund-, Kiefer- & Gesichtschirurgie",Hohenzollerndamm,28a,10713,Berlin,+49 30 8609870,,https://oralchirurgie-wilmersdorf.berlin/,52.4916443,13.3172726,"https://www.google.com/maps/search/?api=1&query=52.4916443,13.3172726"
ZZB - Zahnmedizinisches Zentrum Berlin,Bahnhofstraße,9,12305,Berlin,+49 30 7055090,,https://zzb.de/,52.3868134,13.4053401,"https://www.google.com/maps/search/?api=1&query=52.3868134,13.4053401"
